"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-iiyama","JP-A-15","A","chubu","JP","","","","entity_resolution_required","","","Iiyama","Iiyama","","","","","","25","illustrative_city","source:jp-iiyama:master","variant:jp-iiyama:md","variant:jp-iiyama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-gifu","JP-A-15","A","chubu","JP","gifu","岐阜県","Gifu","entity_resolution_required","","","Gifu","Gifu","","","","","","25","illustrative_city","source:jp-gifu:master","variant:jp-gifu:md","variant:jp-gifu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/gifu/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Gifu. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-gujo-hachiman","JP-A-15","A","chubu","JP","gifu","岐阜県","Gifu","entity_resolution_required","","","Gujo Hachiman","Gujo Hachiman","","","","","","25","illustrative_city","source:jp-gujo-hachiman:master","variant:jp-gujo-hachiman:md","variant:jp-gujo-hachiman:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/gifu/gujo","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Gifu. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nakatsugawa","JP-A-15","A","chubu","JP","gifu","岐阜県","Gifu","entity_resolution_required","","","Nakatsugawa","Nakatsugawa","","","","","","25","illustrative_city","source:jp-nakatsugawa:master","variant:jp-nakatsugawa:md","variant:jp-nakatsugawa:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/gifu/nakatsugawa","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Gifu. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-magome","JP-A-15","A","chubu","JP","","","","entity_resolution_required","","","Magome","Magome","","","","","","25","illustrative_city","source:jp-magome:master","variant:jp-magome:md","variant:jp-magome:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-fujinomiya","JP-A-16","A","chubu","JP","","","","entity_resolution_required","","","Fujinomiya","Fujinomiya","","","","","","25","illustrative_city","source:jp-fujinomiya:master","variant:jp-fujinomiya:md","variant:jp-fujinomiya:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shimoda","JP-A-16","A","chubu","JP","","","","entity_resolution_required","","","Shimoda","Shimoda","","","","","","25","illustrative_city","source:jp-shimoda:master","variant:jp-shimoda:md","variant:jp-shimoda:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ito","JP-A-16","A","chubu","JP","","","","entity_resolution_required","","","Ito","Ito","","","","","","25","illustrative_city","source:jp-ito:master","variant:jp-ito:md","variant:jp-ito:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mishima","JP-A-16","A","chubu","JP","","","","entity_resolution_required","","","Mishima","Mishima","","","","","","25","illustrative_city","source:jp-mishima:master","variant:jp-mishima:md","variant:jp-mishima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-toyota","JP-A-16","A","chubu","JP","aichi","愛知県","Aichi","entity_resolution_required","","","Toyota","Toyota","","","","","","25","illustrative_city","source:jp-toyota:master","variant:jp-toyota:md","variant:jp-toyota:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/aichi/toyota-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Aichi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ise","JP-A-16","A","kansai","JP","mie","三重県","Mie","entity_resolution_required","","","Ise","Ise","","","","","","25","illustrative_city","source:jp-ise:master","variant:jp-ise:md","variant:jp-ise:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/mie/ise-bay-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Mie. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-toba","JP-A-16","A","kansai","JP","","","","entity_resolution_required","","","Toba","Toba","","","","","","25","illustrative_city","source:jp-toba:master","variant:jp-toba:md","variant:jp-toba:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shima","JP-A-17","A","kansai","JP","","","","entity_resolution_required","","","Shima","Shima","","","","","","25","illustrative_city","source:jp-shima:master","variant:jp-shima:md","variant:jp-shima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nagahama","JP-A-17","A","kansai","JP","","","","entity_resolution_required","","","Nagahama","Nagahama","","","","","","25","illustrative_city","source:jp-nagahama:master","variant:jp-nagahama:md","variant:jp-nagahama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-omihachiman","JP-A-17","A","kansai","JP","shiga","滋賀県","Shiga","entity_resolution_required","","","Omihachiman","Omihachiman","","","","","","25","illustrative_city","source:jp-omihachiman:master","variant:jp-omihachiman:md","variant:jp-omihachiman:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/shiga/omihachiman-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shiga. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-koka","JP-A-17","A","kansai","JP","","","","entity_resolution_required","","","Koka","Koka","","","","","","25","illustrative_city","source:jp-koka:master","variant:jp-koka:md","variant:jp-koka:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-takashima","JP-A-17","A","kansai","JP","","","","entity_resolution_required","","","Takashima","Takashima","","","","","","25","illustrative_city","source:jp-takashima:master","variant:jp-takashima:md","variant:jp-takashima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
